animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
A738398,,Cat,Suffering,Intact Male,2 years
A738647,,Dog,Suffering,Neutered Male,2 years
A738660,,Cat,Suffering,Intact Female,2 years
A738771,,Cat,Suffering,Intact Female,1 year
A738826,,Cat,Suffering,Intact Male,2 months
A738858,,Cat,Suffering,Spayed Female,1 year
A738895,,Cat,Suffering,Unknown,3 months
A738994,,Cat,Suffering,Intact Female,10 years
A738998,Cheche,Dog,Suffering,Intact Female,4 years
A739079,,Cat,Suffering,Neutered Male,5 years
A739086,Jojo,Dog,Suffering,Intact Male,2 years
A739142,Gloria,Dog,Suffering,Intact Female,11 years
A739192,,Cat,Suffering,Intact Female,1 year
A739203,,Cat,Suffering,Intact Male,4 weeks
A739280,,Cat,Suffering,Neutered Male,1 year
A739333,*Bea,Cat,Suffering,Intact Female,2 months
A739376,,Cat,Suffering,Neutered Male,2 years
A739559,,Cat,Suffering,Intact Female,1 year
A739678,,Dog,Suffering,Neutered Male,4 years
A739703,Belle,Dog,Suffering,Intact Female,1 month
A739727,,Cat,Suffering,Intact Female,1 year
A739779,Capone,Dog,Aggressive,Intact Male,2 years
A739785,,Dog,Suffering,Intact Female,4 months
A740156,Bully,Dog,Suffering,Intact Male,1 year
A740279,,Dog,Suffering,Intact Female,2 years
A740375,,Dog,Suffering,Intact Female,1 year
A740544,Snuggles,Dog,Suffering,Intact Female,15 years
A740561,*Klaus,Cat,At Vet,Neutered Male,9 years
A740672,,Cat,Suffering,Neutered Male,2 years
A740745,,Cat,Suffering,Spayed Female,5 years
A741103,,Dog,Suffering,Unknown,1 month
A741403,,Cat,Medical,Neutered Male,4 years
A741436,Springer,Dog,Behavior,Neutered Male,5 years
A741486,,Cat,Suffering,Unknown,9 years
A741590,,Cat,Suffering,Neutered Male,2 years
A741614,,Cat,Suffering,Intact Male,1 year
A741754,,Cat,Medical,Intact Female,10 years
A741794,,Dog,Suffering,Intact Male,2 years
A741843,Thomas,Cat,Suffering,Neutered Male,1 year
A742139,Leo,Dog,Suffering,Intact Male,8 years
A742165,,Dog,Suffering,Intact Male,1 year
A742180,Tho-1,Cat,Suffering,Neutered Male,15 years
A742193,,Cat,Suffering,Intact Male,2 years
A742391,,Cat,Suffering,Unknown,5 months
A742416,,Cat,Suffering,Intact Male,3 years
A742433,Buddy,Cat,Suffering,Neutered Male,15 years
A742592,Danny,Dog,Aggressive,Neutered Male,6 years
A742639,Cowboy,Dog,Court/Investigation,Intact Male,2 years
A742640,Bella,Dog,Court/Investigation,Intact Female,11 months
A742641,Cocoa,Dog,Court/Investigation,Intact Female,3 years
A742706,,Cat,Suffering,Unknown,1 year
A742769,,Cat,Medical,Intact Male,3 years
A742786,Tiny,Dog,Aggressive,Intact Female,3 years
A742914,Jasmine,Cat,Suffering,Intact Female,14 years
A743025,Troy,Cat,Suffering,Neutered Male,1 year
A743077,,Cat,Suffering,Intact Female,1 year
A743114,,Cat,Suffering,Intact Female,2 years
A743212,Goofs,Cat,Suffering,Neutered Male,10 years
A743256,,Cat,Suffering,Intact Male,2 years
A743308,,Dog,Suffering,Intact Female,3 years
A743703,Andy,Cat,Suffering,Spayed Female,19 years
A743730,,Cat,Suffering,Intact Male,8 years
A743731,,Cat,Suffering,Unknown,4 years
A743890,,Cat,At Vet,Unknown,1 year
A743911,Chester,Cat,Medical,Intact Male,10 months
A743918,Mac,Dog,Suffering,Neutered Male,17 years
A744028,,Dog,Suffering,Intact Female,1 year
A744044,,Dog,Suffering,Intact Male,2 years
A744070,,Cat,Rabies Risk,Spayed Female,3 years
A744619,,Dog,,Intact Female,5 months
A744712,,Cat,Suffering,Spayed Female,1 year
A744732,Prieta,Cat,Suffering,Spayed Female,22 years
A744783,Emma,Cat,Suffering,Spayed Female,5 years
A744830,Edward Hyde,Dog,,Neutered Male,9 years
A744863,,Cat,,Unknown,2 years
A745010,,Cat,Suffering,Neutered Male,2 years
A745046,,Cat,At Vet,Neutered Male,7 years
A745188,,Cat,Suffering,Unknown,3 days
A745192,,Cat,,Intact Female,1 year
A745206,,Cat,,Intact Male,1 year
A745394,,Cat,Suffering,Unknown,2 months
A745798,Jake,Cat,Suffering,Neutered Male,11 years
A745913,,Dog,Suffering,Intact Female,1 year
A745927,,Cat,Suffering,Intact Female,10 years
A745946,*Toodles,Dog,Medical,Neutered Male,13 years
A746378,,Cat,Suffering,Spayed Female,2 years
A746410,,Dog,Suffering,Intact Female,1 year
A746438,,Cat,Suffering,Intact Male,3 years
A746444,,Cat,Suffering,Intact Male,1 year
A746633,,Cat,Suffering,Intact Male,2 years
A746644,,Cat,Suffering,Neutered Male,2 years
A746685,,Cat,Suffering,Intact Male,1 week
A746702,,Cat,Suffering,Unknown,12 years
A746725,,Cat,Suffering,Unknown,3 weeks
A746777,,Cat,At Vet,Intact Male,1 year
A746905,,Cat,At Vet,Intact Male,2 years
A746986,Max,Dog,Suffering,Intact Male,2 years
A746992,Panda,Dog,Suffering,Spayed Female,14 years
A747010,,Dog,Suffering,Intact Male,4 weeks
A747063,,Dog,At Vet,Intact Female,4 years
A747136,,Dog,Rabies Risk,Intact Male,4 years
A747270,,Cat,Suffering,Intact Male,1 month
A747403,,Cat,Suffering,Intact Male,3 years
A747414,Hambone,Cat,,Neutered Male,5 years
A747428,,Cat,Suffering,Intact Male,4 weeks
A747545,,Cat,Medical,Unknown,8 years
A747555,,Cat,Suffering,Intact Female,5 years
A747573,,Cat,Suffering,Unknown,10 years
A747733,Hustler,Dog,Aggressive,Neutered Male,2 years
A747978,,Dog,Suffering,Intact Female,8 years
A748009,Snoop,Dog,Behavior,Intact Male,2 years
A748085,,Cat,Suffering,Unknown,3 weeks
A748296,Brownie,Dog,Suffering,Spayed Female,15 years
A748562,George,Dog,Suffering,Neutered Male,4 years
A748628,,Cat,Suffering,Intact Male,3 years
A748687,,Cat,Suffering,Unknown,2 weeks
A748769,*Pancakes,Cat,Medical,Intact Female,1 month
A748785,,Cat,Suffering,Intact Female,3 weeks
A748902,*Hoppus,Cat,,Intact Male,1 month
A749123,,Cat,Suffering,Intact Male,5 months
A749222,,Dog,Suffering,Intact Male,7 months
A749251,,Cat,Suffering,Unknown,2 years
A749253,Orange,Cat,Suffering,Intact Female,0 years
A749256,,Cat,Medical,Intact Female,2 months
A749269,,Cat,Suffering,Intact Female,6 months
A749386,,Cat,Suffering,Neutered Male,8 years
A749452,,Cat,Suffering,Neutered Male,10 years
A749523,,Cat,Suffering,Intact Male,3 weeks
A749538,,Cat,Suffering,Spayed Female,12 years
A749654,,Dog,Suffering,Intact Male,1 year
A749656,,Cat,At Vet,Unknown,2 months
A749763,Carita,Cat,Suffering,Intact Female,4 years
A749821,,Cat,Suffering,Intact Male,2 years
A749892,,Cat,Suffering,Intact Male,1 month
A749903,Macy,Dog,Suffering,Spayed Female,15 years
A749905,Blue,Dog,Suffering,Intact Male,5 years
A750051,*Mia,Cat,At Vet,Intact Female,1 month
A750160,,Dog,Suffering,Intact Male,4 weeks
A750223,,Dog,Suffering,Intact Male,2 years
A750324,,Cat,Underage,Unknown,1 day
A750354,,Cat,Suffering,Unknown,2 years
A750399,,Cat,Suffering,Intact Male,5 weeks
A750401,,Cat,Suffering,Unknown,4 weeks
A750435,,Cat,Suffering,Intact Male,3 weeks
A750502,Rocket,Cat,Suffering,Intact Male,2 months
A750530,Pepper,Dog,Behavior,Neutered Male,4 years
A750591,,Cat,Suffering,Unknown,1 month
A750599,,Cat,Suffering,Intact Female,2 weeks
A750613,,Cat,Suffering,Intact Male,8 years
A750897,,Cat,Suffering,Intact Male,4 weeks
A750923,,Cat,Suffering,Intact Female,7 years
A750946,,Cat,Suffering,Intact Male,1 month
A750977,Slim,Cat,Suffering,Intact Female,14 years
A750998,Queen,Dog,Rabies Risk,Spayed Female,3 months
A751034,,Cat,Suffering,Intact Male,2 weeks
A751035,,Cat,Suffering,Unknown,2 weeks
A751051,,Cat,Rabies Risk,Unknown,1 year
A751172,*Kenzie,Cat,Suffering,Intact Female,1 month
A751207,,Cat,Suffering,Intact Female,6 years
A751387,Chewy,Dog,Suffering,Neutered Male,10 years
A751422,,Cat,Suffering,Intact Female,1 month
A751424,,Cat,Rabies Risk,Intact Male,1 month
A751446,*Beatrice,Cat,Suffering,Intact Female,4 weeks
A751546,,Cat,Suffering,Unknown,4 weeks
A751549,,Cat,Suffering,Intact Female,1 year
A751612,,Cat,Suffering,Intact Male,1 year
A751641,,Cat,Suffering,Intact Male,1 month
A751668,,Cat,Suffering,Intact Female,5 years
A751677,Miss Miss,Cat,Suffering,Unknown,20 years
A751694,,Cat,Suffering,Unknown,3 months
A751709,,Cat,Suffering,Unknown,3 weeks
A751713,*Jelly,Cat,Suffering,Intact Female,3 weeks
A751786,,Cat,Suffering,Intact Male,3 months
A751867,,Dog,Medical,Intact Female,5 years
A751967,,Cat,Suffering,Unknown,2 months
A751972,,Cat,Suffering,Intact Female,1 month
A752037,Scruffles,Dog,Suffering,Intact Male,18 years
A752039,,Cat,Suffering,Unknown,3 months
A752146,*Biscuit,Cat,Medical,Intact Male,2 months
A752173,,Cat,Suffering,Intact Female,1 month
A752212,,Cat,Suffering,Unknown,4 weeks
A752308,Paxton,Cat,Rabies Risk,Spayed Female,6 years
A752345,,Cat,Suffering,Unknown,2 years
A752400,,Cat,Suffering,Intact Female,2 weeks
A752467,,Cat,Suffering,Unknown,4 weeks
A752469,,Cat,Suffering,Unknown,4 weeks
A752470,,Cat,Suffering,Unknown,4 weeks
A752471,,Cat,Suffering,Unknown,4 weeks
A752515,,Cat,Suffering,Intact Male,3 weeks
A752581,,Cat,Suffering,Intact Female,2 months
A752632,,Cat,Suffering,Intact Female,1 month
A752655,*Patti,Cat,Suffering,Spayed Female,6 years
A752787,*Johnny,Cat,Suffering,Intact Male,4 weeks
A752800,,Cat,Suffering,Unknown,1 month
A752818,,Cat,Suffering,Neutered Male,5 years
A752823,,Cat,Suffering,Unknown,12 years
A752824,,Cat,Suffering,Intact Male,2 years
A752942,*Chirp,Cat,At Vet,Intact Female,1 month
A752946,*Tweet,Cat,At Vet,Intact Female,1 month
A752985,*Jasmine,Dog,Medical,Spayed Female,1 year
A753174,Abby,Dog,Suffering,Spayed Female,12 years
A753250,,Dog,Suffering,Intact Female,4 years
A753356,,Cat,Suffering,Unknown,2 months
A753372,,Cat,Suffering,Neutered Male,15 years
A753378,,Cat,Suffering,Neutered Male,3 years
A753379,,Cat,Suffering,Neutered Male,10 years
A753483,Eli James,Dog,Rabies Risk,Intact Male,2 months
A753501,,Cat,Suffering,Intact Female,1 week
A753607,,Cat,At Vet,Intact Female,1 year
A753661,,Cat,Suffering,Intact Male,1 month
A753743,,Cat,Suffering,Intact Male,3 weeks
A753792,,Cat,Suffering,Neutered Male,8 years
A753832,,Dog,Suffering,Intact Female,7 years
A753928,,Cat,Suffering,Intact Male,6 months
A754045,*George,Dog,Suffering,Intact Male,7 years
A754057,,Cat,At Vet,Unknown,2 years
A754121,,Cat,Suffering,Intact Female,5 years
A754180,,Cat,Suffering,Intact Female,1 month
A754337,,Cat,Suffering,Intact Male,1 month
A754385,,Dog,At Vet,Unknown,2 years
A754419,Alle,Cat,Suffering,Spayed Female,13 years
A754578,,Dog,At Vet,Intact Male,1 year
A754646,,Cat,Suffering,Intact Male,4 weeks
A754828,Bonita,Cat,Suffering,Intact Female,2 months
A755039,,Cat,Suffering,Intact Female,12 years
A755054,,Dog,Suffering,Unknown,2 months
A755218,*Licorice,Cat,Suffering,Intact Female,1 month
A755413,,Cat,Suffering,Intact Male,1 year
A755445,Onyx,Cat,Suffering,Neutered Male,10 years
A755718,,Cat,Suffering,Neutered Male,1 year
A755725,,Cat,At Vet,Unknown,5 months
A755772,,Cat,Suffering,Neutered Male,2 years
A755787,,Cat,Suffering,Intact Female,2 years
A755850,,Cat,Suffering,Spayed Female,2 years
A755870,,Cat,Suffering,Spayed Female,2 years
A756009,,Cat,Suffering,Intact Female,4 weeks
A756047,,Dog,Suffering,Neutered Male,12 years
A756157,,Cat,Suffering,Neutered Male,3 years
A756232,,Cat,Suffering,Spayed Female,1 year
A756317,,Cat,Suffering,Intact Male,4 weeks
A756374,Romeo,Dog,Suffering,Intact Male,10 years
A756447,Pachuco Jr.,Dog,At Vet,Intact Male,1 year
A756462,,Cat,Suffering,Intact Male,3 months
A756561,,Cat,Suffering,Intact Female,5 weeks
A756564,Speckles,Cat,Suffering,Spayed Female,2 years
A756622,,Dog,Suffering,Intact Female,1 year
A756627,,Cat,Medical,Intact Male,5 months
A756632,Callie,Cat,Suffering,Spayed Female,16 years
A756710,,Cat,Suffering,Intact Female,5 years
A756751,Lulu Bell,Cat,Suffering,Spayed Female,18 years
A756890,Shadow,Cat,Suffering,Spayed Female,2 years
A757025,,Cat,Suffering,Intact Male,1 month
A757117,,Cat,Suffering,Intact Female,4 weeks
A757137,,Cat,Suffering,Intact Female,2 months
A757147,,Dog,Suffering,Intact Female,5 years
A757272,,Cat,Suffering,Unknown,2 years
A757464,,Cat,At Vet,Intact Male,2 years
A757573,,Cat,Suffering,Intact Female,3 weeks
A757592,,Cat,Medical,Unknown,2 months
A757599,Loki,Cat,Suffering,Intact Male,6 months
A757670,Minnie,Dog,Aggressive,Spayed Female,3 years
A757684,,Cat,Suffering,Intact Female,2 months
A757847,,Cat,Suffering,Intact Female,12 years
A757920,,Cat,Suffering,Unknown,13 years
A757963,*Luna,Cat,Suffering,Intact Female,1 year
A757981,,Cat,Suffering,Neutered Male,10 years
A758041,,Cat,Suffering,Neutered Male,4 years
A758134,,Cat,Suffering,Unknown,1 week
A758208,*Shetara,Cat,Suffering,Intact Female,5 years
A758225,,Dog,Suffering,Unknown,4 weeks
A758245,,Cat,Suffering,Intact Male,4 months
A758286,,Cat,Suffering,Intact Male,4 months
A758292,,Cat,Medical,Spayed Female,10 years
A758333,,Cat,Suffering,Intact Male,1 month
A758392,,Dog,Suffering,Intact Male,6 months
A758416,Parker,Cat,Suffering,Neutered Male,8 years
A758458,Melli,Cat,Suffering,Intact Female,8 years
A758537,,Cat,Suffering,Intact Male,4 months
A758598,,Cat,Suffering,Neutered Male,9 years
A758844,,Dog,Suffering,Intact Female,5 months
A758902,,Dog,At Vet,Intact Female,1 year
A759021,,Cat,Suffering,Unknown,2 years
A759097,Kash,Dog,Aggressive,Intact Male,2 years
A759245,,Cat,Suffering,Spayed Female,2 years
A759268,,Dog,Suffering,Intact Female,2 months
A759272,,Dog,Suffering,Intact Female,4 weeks
A759301,,Cat,Suffering,Intact Male,1 month
A759453,Jinx,Cat,Suffering,Spayed Female,5 years
A759502,,Cat,Suffering,Intact Male,1 month
A759641,,Cat,Suffering,Intact Female,2 years
A759710,,Cat,Medical,Unknown,4 weeks
A759757,Tiny,Dog,Suffering,Intact Male,5 years
A759856,Butter,Cat,Suffering,Intact Male,2 years
A759972,,Dog,Suffering,Intact Male,12 years
A760110,,Cat,Suffering,Intact Male,2 years
A760144,Princess,Dog,Suffering,Unknown,15 years
A760157,,Dog,Suffering,Intact Male,2 years
A760190,,Cat,Suffering,Unknown,2 years
A760225,,Cat,Suffering,Unknown,1 month
A760229,,Cat,Suffering,Intact Male,10 years
A760276,,Cat,Suffering,Unknown,1 month
A760321,,Cat,Suffering,Intact Male,4 months
A760368,,Cat,Suffering,Intact Female,3 years
A760534,,Cat,Suffering,Intact Female,2 years
A760558,,Cat,Rabies Risk,Unknown,2 years
A760563,,Cat,Suffering,Unknown,1 year
A760606,,Cat,Suffering,Unknown,6 years
A760728,Lazarus,Cat,Suffering,Unknown,6 months
A760985,,Cat,Suffering,Neutered Male,2 years
A761010,,Cat,Suffering,Spayed Female,13 years
A761021,,Cat,At Vet,Unknown,1 year
A761104,Spots,Dog,Suffering,Intact Male,3 years
A761146,Jasper,Dog,Suffering,Neutered Male,4 years
A761162,,Cat,Suffering,Unknown,4 weeks
A761200,,Cat,Suffering,Intact Male,3 months
A761279,,Dog,Suffering,Intact Female,2 years
A761360,,Cat,Suffering,Intact Female,1 year
A761428,Willie,Dog,Aggressive,Intact Male,2 years
A761538,,Cat,Suffering,Spayed Female,8 years
A761557,,Cat,Medical,Unknown,6 years
A761703,,Cat,Suffering,Intact Female,2 weeks
A761730,,Cat,Rabies Risk,Spayed Female,1 year
A761849,,Cat,Suffering,Intact Female,2 years
A761889,,Cat,Suffering,Unknown,1 year
A762024,Puppy,Dog,Suffering,Intact Female,1 month
A762149,,Cat,Suffering,Intact Male,1 month
A762159,,Cat,Suffering,Unknown,1 year
A762283,,Cat,Rabies Risk,Unknown,2 months
A762483,,Dog,Suffering,Intact Female,1 year
A762565,Meeka,Cat,Suffering,Spayed Female,9 months
A762567,,Cat,Suffering,Neutered Male,12 years
A762627,,Cat,Suffering,Neutered Male,12 years
A762629,,Dog,Suffering,Unknown,10 years
A762650,,Cat,Suffering,Unknown,4 months
A762744,,Cat,Suffering,Intact Male,6 months
A762764,Luna,Cat,Suffering,Intact Male,5 months
A762807,,Cat,Suffering,Intact Female,3 months
A762880,,Dog,Suffering,Intact Male,3 years
A762900,,Cat,Suffering,Spayed Female,6 years
A763148,Maudie,Cat,Suffering,Spayed Female,5 years
A763192,Fergie,Dog,Suffering,Intact Female,14 years
A763194,Lemonade,Cat,Suffering,Spayed Female,4 years
A763285,,Cat,Suffering,Neutered Male,15 years
A763701,Sir Topemcat,Cat,Suffering,Neutered Male,4 months
A763886,Milo,Cat,Suffering,Spayed Female,8 years
A763908,,Cat,Suffering,Intact Male,10 years
A763923,,Dog,Suffering,Intact Female,7 months
A764156,,Dog,Suffering,Intact Female,10 years
A764203,,Dog,Suffering,Intact Female,5 years
A764391,,Dog,Suffering,Intact Female,6 months
A764474,,Cat,Suffering,Intact Female,2 years
A764549,,Cat,Suffering,Intact Female,12 years
A764601,Cooper,Dog,At Vet,Intact Male,4 years
A764604,Phoenix,Cat,Suffering,Intact Female,10 months
A764632,,Cat,Suffering,Intact Female,1 year
A764653,Gordy,Dog,Suffering,Intact Female,14 years
A764722,,Dog,Rabies Risk,Intact Male,2 months
A764844,,Dog,Suffering,Neutered Male,10 years
A764846,,Dog,Suffering,Spayed Female,10 months
A764945,,Dog,Suffering,Intact Male,4 years
A765191,,Dog,Suffering,Intact Female,1 year
A765198,,Cat,Suffering,Neutered Male,3 months
A765375,,Cat,Suffering,Intact Female,5 months
A765482,,Cat,Suffering,Intact Male,3 years
A765542,,Cat,Suffering,Intact Male,2 years
A765697,,Cat,At Vet,Unknown,1 year
A765702,,Cat,Rabies Risk,Neutered Male,3 months
A765899,,Dog,Suffering,Neutered Male,7 years
A765914,,Cat,Suffering,Intact Male,1 year
A765960,,Dog,Suffering,Intact Male,8 years
A766248,,Cat,Medical,Neutered Male,5 years
A766365,,Dog,Suffering,Intact Male,1 year
A766527,,Cat,At Vet,Unknown,2 years
A766529,Snowy,Dog,Suffering,Intact Female,1 weeks
A766537,,Cat,Suffering,Intact Male,2 years
A766562,Cubby,Dog,At Vet,Neutered Male,15 years
A766620,,Cat,Suffering,Intact Male,3 years
A766755,,Cat,Suffering,Neutered Male,2 years
A766764,,Dog,Medical,Neutered Male,8 years
A766782,,Dog,Suffering,Intact Female,1 year
A766829,,Cat,Suffering,Neutered Male,2 years
A766850,,Cat,At Vet,Unknown,8 years
A766851,,Cat,At Vet,Unknown,2 months
A767002,Momma,Cat,Suffering,Spayed Female,12 years
A767005,,Cat,Suffering,Intact Female,2 years
A767006,,Cat,Suffering,Unknown,5 years
A767025,,Cat,At Vet,Intact Male,1 year
A767112,Gaylene,Cat,Suffering,Unknown,2 years
A767240,,Dog,Medical,Intact Male,4 weeks
A767323,,Cat,Rabies Risk,Intact Female,5 years
A767415,*Marsha,Cat,Suffering,Spayed Female,10 years
A767419,Trigger,Dog,Suffering,Neutered Male,16 years
A767582,*Cherry,Cat,At Vet,Intact Female,4 weeks
A767630,Vic-7,Cat,Suffering,Spayed Female,8 years
A767728,,Cat,Suffering,Intact Male,3 years
A767845,,Dog,At Vet,Intact Male,7 months
A767942,,Cat,At Vet,Unknown,3 months
A768228,,Cat,Suffering,Spayed Female,15 years
A768345,Gunner,Dog,Aggressive,Neutered Male,5 years
A768365,Panda,Dog,Suffering,Neutered Male,2 years
A768409,,Cat,Rabies Risk,Unknown,1 year
A768439,,Cat,Suffering,Intact Male,5 months
A768525,Oido,Cat,Suffering,Neutered Male,5 years
A768636,,Dog,Suffering,Intact Female,3 months
A768782,Loki,Cat,Rabies Risk,Neutered Male,8 years
A768969,,Cat,Suffering,Intact Female,5 months
A769007,,Dog,Rabies Risk,Intact Female,1 month
A769020,Max,Dog,Medical,Neutered Male,2 months
A769067,Baby Girl,Dog,Suffering,Spayed Female,10 years
A769126,,Cat,Medical,Spayed Female,1 year
A769141,,Cat,Suffering,Intact Male,1 year
A769157,,Dog,Suffering,Intact Male,1 year
A769163,Clyde,Dog,Suffering,Neutered Male,10 years
A769181,,Cat,Suffering,Intact Male,5 years
A769339,,Dog,Suffering,Intact Female,10 years
A769415,,Cat,Suffering,Unknown,3 days
A769546,,Cat,Suffering,Neutered Male,10 years
A769566,,Cat,Suffering,Intact Male,9 years
A769570,,Cat,Suffering,Intact Male,2 years
A769616,,Cat,Suffering,Spayed Female,10 years
A769652,Oso,Cat,Suffering,Neutered Male,2 years
A769663,,Cat,Suffering,Intact Male,2 years
A769739,Marilyn,Cat,Suffering,Intact Female,5 months
A769743,,Cat,Suffering,Intact Female,6 years
A769807,,Cat,Suffering,Neutered Male,15 years
A769823,,Cat,Suffering,Intact Male,8 years
A769952,,Dog,At Vet,Unknown,5 years
A769982,Unknown,Cat,Suffering,Intact Female,6 years
A770022,,Cat,Suffering,Intact Female,4 weeks
A770033,,Cat,Suffering,Unknown,0 years
A770035,,Cat,Suffering,Unknown,0 years
A770067,,Cat,At Vet,Intact Male,2 years
A770334,,Cat,Suffering,Spayed Female,5 years
A770335,,Cat,Suffering,Spayed Female,5 years
A770340,,Cat,Suffering,Spayed Female,1 year
A770388,,Dog,Suffering,Intact Male,9 years
A770408,,Cat,Suffering,Intact Male,4 years
A770436,,Cat,Suffering,Intact Male,5 years
A770490,Rookie,Dog,Suffering,Neutered Male,8 years
A770531,,Cat,Suffering,Spayed Female,10 years
A770551,,Cat,Suffering,Unknown,2 years
A770568,,Cat,Suffering,Neutered Male,2 months
A770671,,Cat,Suffering,Neutered Male,2 years
A770761,,Cat,Suffering,Intact Female,12 years
A770831,,Cat,Suffering,Intact Female,1 year
A770866,Unknown,Cat,Suffering,Intact Male,8 years
A770888,,Cat,Suffering,Intact Female,1 month
A770956,,Cat,Suffering,Neutered Male,5 years
A770968,Unknown,Cat,Suffering,Intact Male,10 years
A770979,,Cat,Suffering,Spayed Female,7 years
A771032,,Cat,Suffering,Unknown,1 year
A771068,,Dog,Suffering,Intact Female,4 years
A771080,*Twilight,Cat,At Vet,Intact Female,3 weeks
A771204,,Dog,At Vet,Unknown,2 years
A771205,,Cat,Suffering,Unknown,2 years
A771207,,Cat,Suffering,Spayed Female,12 years
A771258,,Cat,Suffering,Intact Female,2 years
A771265,Chichi,Dog,Suffering,Intact Male,7 years
A771431,,Cat,Suffering,Intact Male,1 year
A771445,Cowboy,Dog,Suffering,Intact Male,3 years
A771529,,Cat,Suffering,Unknown,4 weeks
A771622,,Cat,Suffering,Intact Female,3 weeks
A771693,,Cat,Suffering,Intact Female,2 months
A771701,,Cat,At Vet,Unknown,5 years
A771713,,Cat,Suffering,Intact Female,1 week
A771768,,Cat,Suffering,Unknown,1 month
A771770,,Cat,At Vet,Unknown,3 months
A771815,,Dog,Suffering,Intact Male,2 years
A771889,,Cat,At Vet,Intact Female,1 month
A771933,Unknown,Cat,Suffering,Intact Male,2 years
A771951,,Cat,Suffering,Intact Male,2 weeks
A772032,,Cat,Suffering,Intact Female,3 days
A772044,,Cat,Suffering,Intact Female,9 months
A772182,,Cat,Suffering,Intact Male,3 weeks
A772291,,Cat,Suffering,Unknown,4 weeks
A772313,,Cat,Suffering,Intact Female,11 years
A772549,,Cat,At Vet,Unknown,1 year
A772622,,Cat,Suffering,Unknown,2 years
A772637,,Cat,Suffering,Intact Female,4 weeks
A772734,,Dog,Suffering,Spayed Female,2 years
A772757,,Cat,Suffering,Unknown,4 days
A772880,,Cat,Suffering,Unknown,2 weeks
A772881,,Cat,Suffering,Intact Male,2 weeks
A773030,,Cat,Suffering,Intact Male,1 month
A773131,,Cat,Suffering,Intact Male,6 years
A773330,*Rigatoni,Cat,At Vet,Intact Male,1 month
A773521,,Dog,Suffering,Intact Female,1 month
A773524,*Gabriel,Cat,Suffering,Intact Male,1 month
A773535,,Cat,Suffering,Intact Male,1 month
A773596,*Sophie,Cat,Suffering,Intact Female,3 weeks
A773792,,Cat,Suffering,Intact Male,4 weeks
A773800,,Dog,Suffering,Intact Female,1 month
A773863,,Cat,Suffering,Intact Male,4 weeks
A773947,Bruno,Dog,Behavior,Neutered Male,2 years
A774325,Mateo,Dog,Aggressive,Neutered Male,2 years
A774411,,Cat,Medical,Intact Female,2 months
A774484,,Cat,Rabies Risk,Intact Female,1 year
A774776,,Dog,Suffering,Intact Male,1 year
A774879,,Cat,Suffering,Intact Female,1 month
A774890,,Dog,Suffering,Intact Male,2 years
A775100,,Dog,Suffering,Intact Male,1 month
A775638,Little Bit,Dog,Suffering,Unknown,15 years
A775745,,Cat,Rabies Risk,Intact Male,2 months
A775765,,Cat,Suffering,Intact Male,1 year
A775790,,Cat,Rabies Risk,Intact Female,2 years
A775815,,Dog,Suffering,Intact Male,4 weeks
A775831,Prince,Dog,Suffering,Intact Male,11 years
A775833,*Birdie,Cat,Suffering,Spayed Female,5 years
A776021,*Hope,Dog,Medical,Intact Female,8 years
A776177,,Cat,,Intact Female,4 months
A776232,,Cat,Medical,Intact Female,2 years
A776244,,Cat,,Intact Male,4 months
A776400,,Cat,Suffering,Neutered Male,10 years
A776499,,Dog,Suffering,Neutered Male,10 years
A776959,,Cat,Suffering,Intact Female,1 year
A778253,Sky,Dog,Suffering,Spayed Female,1 year
A778285,,Cat,Suffering,Intact Female,1 month
A778401,,Cat,Suffering,Unknown,1 year
A778518,,Cat,Suffering,Intact Female,6 years
A778571,,Cat,Suffering,Spayed Female,5 years
A778898,,Dog,Suffering,Intact Male,1 month
A779002,Zeus,Dog,Behavior,Neutered Male,3 years
A779241,,Cat,Suffering,Intact Female,8 years
A779325,,Dog,Suffering,Intact Male,5 years
A779336,,Dog,Suffering,Intact Female,5 years
A779387,,Cat,Suffering,Neutered Male,2 years
A779797,,Cat,Suffering,Intact Male,4 months
A779903,,Cat,Suffering,Intact Male,5 months
A780265,,Dog,Suffering,Intact Male,2 months
A780403,Pulguis,Dog,,Intact Male,5 months
A780441,Junior,Dog,Aggressive,Neutered Male,2 years
A780510,,Cat,Suffering,Intact Male,2 months
A780563,Xena,Dog,Suffering,Spayed Female,10 years
A780627,,Cat,Suffering,Intact Female,5 years
A780651,Bear,Cat,Suffering,Intact Male,3 months
A780655,,Dog,Suffering,Intact Male,1 year
A780855,,Cat,Suffering,Unknown,2 years
A780899,Cheetah,Cat,Suffering,Unknown,1 year
A780915,Gatsby,Cat,Suffering,Neutered Male,18 years
A780952,,Cat,Suffering,Intact Female,1 month
A780980,,Dog,Suffering,Intact Female,4 months
A781198,,Cat,Suffering,Intact Male,1 year
A781205,,Cat,Suffering,Spayed Female,2 years
A781249,,Cat,Suffering,Intact Female,5 months
A781312,,Cat,Suffering,Neutered Male,5 years
A781407,,Cat,Suffering,Intact Female,8 years
A781769,,Cat,Suffering,Neutered Male,1 year
A781938,Sandy,Dog,Suffering,Intact Female,6 years
A781964,,Cat,Suffering,Intact Female,4 weeks
A782089,,Cat,Suffering,Intact Female,2 years
