,animal_id,name,animal_type,outcome_subtype,sex_upon_outcome,age_upon_outcome
1928,A705033,Jet,Cat,Rabies Risk,Male,2 years
2210,A715264,,Dog,Rabies Risk,Male,2 years
815,A677564,,Cat,Rabies Risk,Male,< 1 year
2767,A751051,,Cat,Rabies Risk,Unknown,1 year
1781,A702163,,Cat,Rabies Risk,Unknown,1 year
2250,A717038,,Cat,Rabies Risk,Female,2 years
504,A668972,Mufasa,Dog,Rabies Risk,Male,4 years
2066,A708863,,Cat,Suffering,Unknown,< 1 year
2046,A708089,,Cat,Suffering,Female,< 1 year
2084,A709478,Larry,Dog,Suffering,Male,< 1 year
2372,A724525,,Dog,Suffering,Female,2 years
2348,A723108,,Cat,Suffering,Female,5 years
2370,A724435,,Cat,Suffering,Female,1 year
2045,A708078,,Cat,Suffering,Female,9 years
2350,A723274,,Cat,Suffering,Male,2 years
2064,A708799,,Cat,Suffering,Male,15 years
2068,A708938,,Cat,Suffering,Male,< 1 year
2043,A708004,,Cat,Suffering,Female,< 1 year
2351,A723432,,Cat,Suffering,Unknown,< 1 year
2368,A724334,Becky,Dog,Suffering,Female,2 years
2367,A724328,,Dog,Suffering,Male,< 1 year
2067,A708922,Ruby,Dog,Suffering,Female,14 years
2349,A723148,,Cat,Suffering,Male,1 year
2075,A709217,,Cat,Suffering,Male,1 year
2054,A708497,,Cat,Suffering,Female,< 1 year
2047,A708092,,Cat,Suffering,Female,1 year
2071,A709075,,Cat,Suffering,Male,< 1 year
2086,A709642,,Cat,Suffering,Male,13 years
2369,A724403,Pedro,Dog,Suffering,Male,2 years
2042,A708003,,Cat,Suffering,Male,< 1 year
2070,A709053,,Dog,Suffering,Female,5 years
2048,A708173,,Dog,Suffering,Female,1 year
2049,A708341,,Cat,Suffering,Unknown,< 1 year
2005,A706866,,Cat,Suffering,Male,8 years
2128,A711340,,Dog,Suffering,Female,2 years
2055,A708546,,Cat,Suffering,Unknown,< 1 year
2085,A709516,,Cat,Suffering,Male,< 1 year
2364,A723993,Videl,Dog,Suffering,Female,16 years
2050,A708369,,Cat,Suffering,Male,1 year
2057,A708630,Chloe,Dog,Suffering,Female,< 1 year
2056,A708583,Lucky,Dog,Suffering,Unknown,4 years
2073,A709171,,Cat,Suffering,Female,1 year
2078,A709339,,Cat,Suffering,Female,< 1 year
2058,A708665,,Cat,Suffering,Female,4 years
2362,A723963,Bite Cat,Cat,Suffering,Unknown,2 years
2355,A723529,*Simba,Cat,Suffering,Male,1 year
2080,A709353,Corazon,Cat,Suffering,Female,8 years
2352,A723449,,Cat,Suffering,Female,1 year
2363,A723967,,Cat,Suffering,Male,< 1 year
2060,A708753,,Cat,Suffering,Male,< 1 year
2061,A708757,Scooter,Cat,Suffering,Male,16 years
2074,A709184,,Cat,Suffering,Female,5 years
2354,A723478,*Joan Jett,Dog,Suffering,Female,8 years
2052,A708445,,Cat,Suffering,Male,8 years
2053,A708461,,Cat,Suffering,Unknown,2 years
2077,A709333,Mary Jane,Dog,Suffering,Female,5 years
2062,A708774,Chiquita,Dog,Suffering,Female,6 years
2081,A709373,Mojo,Dog,Suffering,Male,4 years
2083,A709468,,Cat,Suffering,Unknown,3 years
2356,A723715,,Cat,Suffering,Male,8 years
2059,A708715,,Cat,Suffering,Male,2 years
1979,A706262,*Honorina,Cat,Suffering,Female,< 1 year
2051,A708437,,Cat,Suffering,Female,2 years
2360,A723848,,Cat,Suffering,Male,12 years
2379,A724682,Bear,Cat,Suffering,Male,10 years
2373,A724540,,Cat,Suffering,Male,15 years
2401,A725779,,Cat,Suffering,Female,1 year
1985,A706442,,Dog,Suffering,Male,2 years
1986,A706453,,Dog,Suffering,Male,7 years
1987,A706455,,Dog,Suffering,Female,12 years
2400,A725747,*Phoebe,Dog,Suffering,Female,2 years
2072,A709076,*Roo,Cat,Suffering,Female,< 1 year
1981,A706270,,Dog,Suffering,Male,< 1 year
1991,A706553,Chyna,Dog,Suffering,Female,< 1 year
2004,A706859,,Cat,Suffering,Male,5 years
1998,A706808,,Cat,Suffering,Female,< 1 year
1992,A706577,,Dog,Suffering,Female,9 years
1993,A706595,,Cat,Suffering,Male,< 1 year
2397,A725313,,Cat,Suffering,Female,< 1 year
1994,A706682,,Cat,Suffering,Male,< 1 year
2396,A725294,,Cat,Suffering,Unknown,< 1 year
1995,A706694,,Cat,Suffering,Unknown,< 1 year
1996,A706695,,Cat,Suffering,Unknown,< 1 year
2395,A725287,,Cat,Suffering,Male,3 years
2399,A725736,,Cat,Suffering,Unknown,1 year
2402,A725888,,Cat,Suffering,Female,13 years
1983,A706415,,Dog,Suffering,Male,2 years
2403,A725915,Snagglepuss,Cat,Suffering,Male,19 years
1970,A706106,,Cat,Suffering,Female,2 years
1971,A706134,,Cat,Suffering,Female,< 1 year
2413,A726452,Sofia,Dog,Suffering,Female,< 1 year
1972,A706151,,Cat,Suffering,Unknown,< 1 year
1973,A706173,*Ford,Cat,Suffering,Male,10 years
1975,A706214,*Bernice,Dog,Suffering,Female,13 years
2411,A726340,*Sammy,Cat,Suffering,Male,< 1 year
2410,A726299,Oscar,Cat,Suffering,Male,12 years
2409,A726246,,Cat,Suffering,Male,9 years
1976,A706229,Elvis,Dog,Suffering,Male,15 years
1977,A706232,,Cat,Suffering,Male,< 1 year
2407,A726145,Lucky,Dog,Suffering,Male,8 years
2406,A726099,Sparky,Dog,Suffering,Male,3 years
1978,A706238,*Alice,Cat,Suffering,Female,< 1 year
2353,A723456,,Dog,Suffering,Male,16 years
2003,A706850,,Cat,Suffering,Male,< 1 year
1990,A706529,,Cat,Suffering,Male,4 years
2030,A707551,,Cat,Suffering,Male,< 1 year
2002,A706832,,Cat,Suffering,Unknown,2 years
1989,A706501,Randy,Dog,Suffering,Male,9 years
2377,A724626,,Cat,Suffering,Male,2 years
2031,A707564,,Cat,Suffering,Male,< 1 year
2393,A725158,*Oscar,Cat,Suffering,Male,< 1 year
1999,A706809,,Cat,Suffering,Female,< 1 year
2000,A706810,,Cat,Suffering,Female,< 1 year
2380,A724688,Princess,Cat,Suffering,Female,1 year
2088,A709673,,Dog,Suffering,Female,15 years
2024,A707412,,Dog,Suffering,Female,6 years
2025,A707422,,Cat,Suffering,Female,< 1 year
2026,A707429,,Dog,Suffering,Unknown,< 1 year
2027,A707498,,Cat,Suffering,Unknown,1 year
2028,A707507,,Cat,Suffering,Male,1 year
2029,A707518,,Dog,Suffering,Male,3 years
2076,A709236,,Cat,Suffering,Female,1 year
2378,A724641,*Scotty,Dog,Suffering,Male,3 years
2033,A707649,,Dog,Suffering,Male,10 years
2405,A726064,,Dog,Suffering,Female,2 years
1984,A706422,,Cat,Suffering,Female,< 1 year
2034,A707696,,Dog,Suffering,Male,< 1 year
2035,A707714,,Cat,Suffering,Male,4 years
2374,A724598,,Cat,Suffering,Unknown,< 1 year
2036,A707747,,Dog,Suffering,Male,2 years
2037,A707786,Comino,Dog,Suffering,Male,6 years
2038,A707879,,Cat,Suffering,Female,9 years
2023,A707401,,Cat,Suffering,Female,13 years
2039,A707882,,Cat,Suffering,Female,12 years
2381,A724702,,Cat,Suffering,Male,1 year
2383,A724742,,Cat,Suffering,Unknown,< 1 year
2001,A706818,,Cat,Suffering,Female,< 1 year
1988,A706483,Monkey,Cat,Suffering,Female,3 years
2121,A710963,,Dog,Suffering,Female,1 year
1980,A706263,*Houston,Cat,Suffering,Male,< 1 year
2091,A709803,Gremlin,Dog,Suffering,Female,16 years
2110,A710658,,Cat,Suffering,Male,< 1 year
2390,A724897,,Cat,Suffering,Male,< 1 year
2389,A724896,,Cat,Suffering,Male,< 1 year
2008,A706954,,Cat,Suffering,Male,< 1 year
2009,A706955,,Cat,Suffering,Female,< 1 year
2010,A706957,,Dog,Suffering,Female,9 years
2013,A706963,,Cat,Suffering,Unknown,< 1 year
2014,A706970,Colby,Dog,Suffering,Male,7 years
2017,A707060,,Cat,Suffering,Male,< 1 year
2020,A707159,,Dog,Suffering,Male,< 1 year
2021,A707255,Cheyenne,Dog,Suffering,Female,13 years
2022,A707269,,Cat,Suffering,Unknown,5 years
2382,A724728,,Cat,Suffering,Unknown,2 years
2089,A709694,,Cat,Suffering,Female,1 year
2006,A706938,,Dog,Suffering,Male,9 years
2391,A724898,,Cat,Suffering,Male,< 1 year
2201,A714628,,Cat,Suffering,Female,< 1 year
2194,A714273,,Cat,Suffering,Female,3 years
2195,A714275,,Cat,Suffering,Male,5 years
2197,A714497,,Dog,Suffering,Male,1 year
2281,A718575,,Cat,Suffering,Male,2 years
2198,A714557,,Cat,Suffering,Unknown,< 1 year
2280,A718566,*Eleonora,Cat,Suffering,Female,10 years
2199,A714611,Bodacious,Dog,Suffering,Male,11 years
2200,A714618,,Dog,Suffering,Female,8 years
2192,A714168,,Dog,Suffering,Male,< 1 year
2279,A718535,,Cat,Suffering,Female,3 years
2277,A718498,Snoop Dog,Dog,Suffering,Male,1 year
2276,A718478,,Dog,Suffering,Male,2 years
2275,A718448,,Cat,Suffering,Female,2 years
2274,A718442,,Cat,Suffering,Male,3 years
2193,A714198,Andre,Cat,Suffering,Male,2 years
2202,A714715,,Cat,Suffering,Male,2 years
2176,A713613,,Cat,Suffering,Female,< 1 year
2289,A719033,Kio,Dog,Suffering,Male,12 years
2204,A714873,,Cat,Suffering,Female,< 1 year
2278,A718518,*Dame,Dog,Suffering,Female,12 years
2205,A714977,,Cat,Suffering,Male,< 1 year
2191,A714131,*Emma,Cat,Suffering,Female,5 years
2283,A718738,,Dog,Suffering,Female,12 years
2168,A713207,,Cat,Suffering,Male,< 1 year
2293,A719278,,Cat,Suffering,Unknown,2 years
2169,A713224,,Cat,Suffering,Male,< 1 year
2292,A719188,,Cat,Suffering,Male,3 years
2291,A719089,,Cat,Suffering,Male,3 years
2170,A713240,,Dog,Suffering,Male,16 years
2171,A713284,,Cat,Suffering,Unknown,< 1 year
2175,A713600,Koda,Cat,Suffering,Male,7 years
2190,A714067,Sophie,Dog,Suffering,Female,17 years
2272,A718361,,Cat,Suffering,Male,< 1 year
2230,A715954,,Dog,Suffering,Male,1 year
2288,A719004,,Dog,Suffering,Male,2 years
2181,A713739,Lazzie,Dog,Suffering,Female,2 years
2182,A713756,,Cat,Suffering,Unknown,2 years
2183,A713782,,Cat,Suffering,Female,< 1 year
2184,A713927,,Cat,Suffering,Male,< 1 year
2285,A718874,,Cat,Suffering,Unknown,5 years
1982,A706310,Zora,Cat,Suffering,Female,16 years
2186,A713944,Gorda,Dog,Suffering,Female,< 1 year
2189,A714010,,Cat,Suffering,Male,< 1 year
2180,A713700,,Cat,Suffering,Female,1 year
2167,A713158,Lucerito,Dog,Suffering,Female,14 years
2271,A718309,*Lynessa,Cat,Suffering,Female,< 1 year
2207,A715049,Jordan,Dog,Suffering,Male,3 years
2203,A714784,,Cat,Suffering,Male,< 1 year
2185,A713935,,Cat,Suffering,Female,< 1 year
2392,A724942,,Cat,Suffering,Male,< 1 year
2234,A716132,Silver,Cat,Suffering,Male,17 years
2253,A717276,*Mimi,Dog,Suffering,Female,2 years
2237,A716571,,Cat,Suffering,Male,4 years
2239,A716661,,Cat,Suffering,Male,< 1 year
2258,A717678,,Cat,Suffering,Unknown,2 years
2240,A716683,,Cat,Suffering,Male,< 1 year
2227,A715834,*Turkey,Cat,Suffering,Male,3 years
2242,A716817,*Rosie,Dog,Suffering,Female,8 years
2256,A717538,,Dog,Suffering,Female,10 years
2244,A716851,,Cat,Suffering,Male,< 1 year
2245,A716906,,Dog,Suffering,Male,< 1 year
2255,A717428,Sweety,Dog,Suffering,Female,< 1 year
2246,A716916,,Cat,Suffering,Female,2 years
2248,A716961,,Dog,Suffering,Female,< 1 year
2249,A717007,,Dog,Suffering,Male,16 years
2232,A716039,Dirty,Cat,Suffering,Male,1 year
2265,A718133,,Dog,Suffering,Unknown,16 years
2243,A716847,,Cat,Suffering,Unknown,< 1 year
2206,A715028,Sasha,Cat,Suffering,Female,1 year
2260,A717757,,Cat,Suffering,Female,1 year
2226,A715833,Squirt,Dog,Suffering,Female,1 year
2208,A715226,,Cat,Suffering,Unknown,< 1 year
2209,A715235,,Cat,Suffering,Male,1 year
2211,A715271,,Cat,Suffering,Female,3 years
2269,A718304,,Cat,Suffering,Male,2 years
2268,A718274,Princess,Cat,Suffering,Female,3 years
2212,A715292,*Nymeria,Cat,Suffering,Female,< 1 year
2214,A715327,,Dog,Suffering,Female,1 year
2215,A715553,Mr. Spring,Cat,Suffering,Male,1 year
2216,A715567,,Dog,Suffering,Female,2 years
2261,A717767,,Cat,Suffering,Male,1 year
2251,A717094,Cookie,Dog,Suffering,Female,9 years
2259,A717716,,Dog,Suffering,Male,3 years
2264,A718070,,Dog,Suffering,Female,1 year
2126,A711323,,Cat,Suffering,Unknown,< 1 year
2220,A715684,,Cat,Suffering,Female,2 years
2114,A710751,,Cat,Suffering,Male,< 1 year
2221,A715687,,Dog,Suffering,Female,2 years
2263,A717971,,Cat,Suffering,Male,< 1 year
2222,A715701,,Cat,Suffering,Female,8 years
2223,A715739,Rupert,Dog,Suffering,Male,17 years
2224,A715751,Tiger,Dog,Suffering,Female,< 1 year
2225,A715803,,Cat,Suffering,Male,< 1 year
2219,A715679,,Cat,Suffering,Male,3 years
2166,A712876,,Cat,Suffering,Male,< 1 year
2294,A719317,,Dog,Suffering,Male,7 years
2165,A712770,,Cat,Suffering,Male,5 years
2337,A721673,Stack,Dog,Suffering,Male,< 1 year
2336,A721672,,Cat,Suffering,Unknown,5 years
2320,A721045,Buddy,Dog,Suffering,Male,13 years
2335,A721667,Chita,Dog,Suffering,Female,17 years
2217,A715590,,Cat,Suffering,Unknown,2 years
2235,A716318,,Dog,Suffering,Female,2 years
2118,A710885,,Cat,Suffering,Female,< 1 year
2119,A710889,,Dog,Suffering,Female,< 1 year
2120,A710935,Prince,Dog,Suffering,Male,12 years
2339,A721810,,Cat,Suffering,Male,2 years
2328,A721436,,Cat,Suffering,Unknown,< 1 year
2325,A721369,,Cat,Suffering,Male,< 1 year
2122,A711012,,Cat,Suffering,Unknown,< 1 year
2324,A721351,*Ruby,Dog,Suffering,Female,1 year
2123,A711015,,Cat,Suffering,Unknown,< 1 year
2323,A721216,,Cat,Suffering,Female,1 year
2322,A721076,,Dog,Suffering,Male,< 1 year
2125,A711220,,Cat,Suffering,Female,12 years
2334,A721663,,Cat,Suffering,Unknown,1 year
2117,A710873,,Cat,Suffering,Female,< 1 year
2859,A756710,,Cat,Suffering,Female,5 years
3098,A773524,*Gabriel,Cat,Suffering,Male,< 1 year
2347,A722566,,Cat,Suffering,Female,5 years
2092,A709825,,Dog,Suffering,Male,5 years
2093,A709852,,Dog,Suffering,Male,1 year
2346,A722475,,Cat,Suffering,Male,2 years
2094,A709898,,Dog,Suffering,Male,< 1 year
2095,A709922,,Cat,Suffering,Unknown,< 1 year
2345,A722300,Sniffles,Dog,Suffering,Female,9 years
2096,A710064,,Cat,Suffering,Female,< 1 year
2097,A710131,Angie,Cat,Suffering,Female,17 years
2252,A717200,Bella,Dog,Suffering,Female,9 years
2098,A710196,,Cat,Suffering,Male,1 year
2342,A721857,,Cat,Suffering,Male,2 years
2099,A710227,Sebastian,Cat,Suffering,Male,12 years
2100,A710276,*Millie,Cat,Suffering,Female,5 years
2158,A712342,Skyla,Dog,Suffering,Female,14 years
2949,A762900,,Cat,Suffering,Female,6 years
2106,A710475,,Cat,Suffering,Male,< 1 year
2107,A710490,,Cat,Suffering,Male,< 1 year
2340,A721834,,Dog,Suffering,Male,2 years
2108,A710521,*Fred,Cat,Suffering,Male,< 1 year
2343,A721958,Precious,Dog,Suffering,Female,12 years
2129,A711357,,Cat,Suffering,Unknown,2 years
2319,A720908,,Cat,Suffering,Male,1 year
2318,A720891,*Henry,Cat,Suffering,Male,4 years
2155,A712222,,Cat,Suffering,Male,5 years
2306,A720262,*Lucky,Dog,Suffering,Male,< 1 year
2156,A712293,,Cat,Suffering,Male,< 1 year
2305,A720249,*Whiskers,Cat,Suffering,Male,4 years
2157,A712328,,Cat,Suffering,Female,10 years
2341,A721853,,Cat,Suffering,Male,5 years
2974,A765482,,Cat,Suffering,Male,3 years
2302,A720109,,Dog,Suffering,Female,< 1 year
2159,A712376,,Cat,Suffering,Unknown,< 1 year
2160,A712493,*Iris,Cat,Suffering,Female,5 years
2298,A719661,Minina,Cat,Suffering,Female,< 1 year
2297,A719628,,Cat,Suffering,Male,< 1 year
2161,A712527,*Snickers,Cat,Suffering,Male,< 1 year
2296,A719531,,Cat,Suffering,Male,15 years
2295,A719435,,Cat,Suffering,Male,1 year
2162,A712618,,Cat,Suffering,Unknown,< 1 year
2163,A712715,,Cat,Suffering,Unknown,< 1 year
2164,A712730,,Cat,Suffering,Male,2 years
2299,A719785,,Cat,Suffering,Male,2 years
2307,A720287,,Cat,Suffering,Male,5 years
2152,A712084,,Cat,Suffering,Female,15 years
2149,A712032,,Cat,Suffering,Female,< 1 year
2303,A720212,,Dog,Suffering,Male,13 years
2103,A710435,,Cat,Suffering,Male,12 years
2132,A711562,Bino,Dog,Suffering,Male,1 year
2316,A720706,,Cat,Suffering,Male,< 1 year
2133,A711567,,Dog,Suffering,Female,3 years
2135,A711601,Benclet,Dog,Suffering,Male,6 years
2136,A711609,,Cat,Suffering,Unknown,2 years
2313,A720574,Mimi,Cat,Suffering,Female,10 years
2137,A711627,,Cat,Suffering,Male,< 1 year
2138,A711689,Bella,Dog,Suffering,Female,3 years
2139,A711704,,Cat,Suffering,Female,< 1 year
2140,A711705,,Cat,Suffering,Female,12 years
2142,A711718,,Cat,Suffering,Male,1 year
2309,A720359,,Cat,Suffering,Male,< 1 year
2143,A711756,,Cat,Suffering,Male,3 years
2144,A711822,,Dog,Suffering,Female,4 years
2301,A719972,Daisy,Dog,Suffering,Female,13 years
2154,A712193,,Dog,Suffering,Male,10 years
2145,A711886,,Cat,Suffering,Male,3 years
2308,A720310,,Cat,Suffering,Female,1 year
2146,A711967,,Cat,Suffering,Male,9 years
2937,A762159,,Cat,Suffering,Unknown,1 year
2148,A711992,,Dog,Suffering,Male,11 years
2090,A709714,,Cat,Suffering,Unknown,< 1 year
0,A208755,Kootrie,Dog,Suffering,Male,14 years
2655,A742416,,Cat,Suffering,Male,3 years
2415,A726627,,Cat,Suffering,Female,< 1 year
2925,A761200,,Cat,Suffering,Male,< 1 year
2926,A761279,,Dog,Suffering,Female,2 years
2927,A761360,,Cat,Suffering,Female,1 year
2929,A761538,,Cat,Suffering,Female,8 years
2931,A761703,,Cat,Suffering,Female,< 1 year
2933,A761849,,Cat,Suffering,Female,2 years
2934,A761889,,Cat,Suffering,Unknown,1 year
2935,A762024,Puppy,Dog,Suffering,Female,< 1 year
2130,A711397,,Cat,Suffering,Female,< 1 year
2910,A760229,,Cat,Suffering,Male,10 years
2939,A762483,,Dog,Suffering,Female,1 year
2940,A762565,Meeka,Cat,Suffering,Female,< 1 year
2941,A762567,,Cat,Suffering,Male,12 years
2942,A762627,,Cat,Suffering,Male,12 years
2943,A762629,,Dog,Suffering,Unknown,10 years
2924,A761162,,Cat,Suffering,Unknown,< 1 year
2944,A762650,,Cat,Suffering,Unknown,< 1 year
2923,A761146,Jasper,Dog,Suffering,Male,4 years
2920,A761010,,Cat,Suffering,Female,13 years
2904,A759972,,Dog,Suffering,Male,12 years
2905,A760110,,Cat,Suffering,Male,2 years
2906,A760144,Princess,Dog,Suffering,Unknown,15 years
2907,A760157,,Dog,Suffering,Male,2 years
3174,A785023,,Cat,Suffering,Female,10 years
2936,A762149,,Cat,Suffering,Male,< 1 year
2131,A711486,L.C.,Cat,Suffering,Male,9 years
2911,A760276,,Cat,Suffering,Unknown,< 1 year
2964,A764604,Phoenix,Cat,Suffering,Female,< 1 year
2912,A760321,,Cat,Suffering,Male,< 1 year
2973,A765375,,Cat,Suffering,Female,< 1 year
2913,A760368,,Cat,Suffering,Female,3 years
2914,A760534,,Cat,Suffering,Female,2 years
2916,A760563,,Cat,Suffering,Unknown,1 year
2917,A760606,,Cat,Suffering,Unknown,6 years
2918,A760728,Lazarus,Cat,Suffering,Unknown,< 1 year
2919,A760985,,Cat,Suffering,Male,2 years
2922,A761104,Spots,Dog,Suffering,Male,3 years
2903,A759856,Butter,Cat,Suffering,Male,2 years
2945,A762744,,Cat,Suffering,Male,< 1 year
2947,A762807,,Cat,Suffering,Female,< 1 year
2969,A764846,,Dog,Suffering,Female,< 1 year
2970,A764945,,Dog,Suffering,Male,4 years
2948,A762880,,Dog,Suffering,Male,3 years
2971,A765191,,Dog,Suffering,Female,1 year
2909,A760225,,Cat,Suffering,Unknown,< 1 year
2147,A711985,,Dog,Suffering,Male,< 1 year
2975,A765542,,Cat,Suffering,Male,2 years
2978,A765899,,Dog,Suffering,Male,7 years
2979,A765914,,Cat,Suffering,Male,1 year
2980,A765960,,Dog,Suffering,Male,8 years
2982,A766365,,Dog,Suffering,Male,1 year
2984,A766529,Snowy,Dog,Suffering,Female,< 1 year
2985,A766537,,Cat,Suffering,Male,2 years
2987,A766620,,Cat,Suffering,Male,3 years
2988,A766755,,Cat,Suffering,Male,2 years
2968,A764844,,Dog,Suffering,Male,10 years
2946,A762764,Luna,Cat,Suffering,Male,< 1 year
2966,A764653,Gordy,Dog,Suffering,Female,14 years
2972,A765198,,Cat,Suffering,Male,< 1 year
2860,A756751,Lulu Bell,Cat,Suffering,Female,18 years
3170,A783838,,Cat,Suffering,Female,1 year
2952,A763194,Lemonade,Cat,Suffering,Female,4 years
2899,A759502,,Cat,Suffering,Male,< 1 year
2836,A755054,,Dog,Suffering,Unknown,< 1 year
2953,A763285,,Cat,Suffering,Male,15 years
2954,A763701,Sir Topemcat,Cat,Suffering,Male,< 1 year
2955,A763886,Milo,Cat,Suffering,Female,8 years
2956,A763908,,Cat,Suffering,Male,10 years
2957,A763923,,Dog,Suffering,Female,< 1 year
2958,A764156,,Dog,Suffering,Female,10 years
2959,A764203,,Dog,Suffering,Female,5 years
2960,A764391,,Dog,Suffering,Female,< 1 year
2961,A764474,,Cat,Suffering,Female,2 years
2962,A764549,,Cat,Suffering,Female,12 years
2965,A764632,,Cat,Suffering,Female,1 year
2902,A759757,Tiny,Dog,Suffering,Male,5 years
2900,A759641,,Cat,Suffering,Female,2 years
2837,A755218,*Licorice,Cat,Suffering,Female,< 1 year
2834,A754828,Bonita,Cat,Suffering,Female,< 1 year
2853,A756462,,Cat,Suffering,Male,< 1 year
2838,A755413,,Cat,Suffering,Male,1 year
2839,A755445,Onyx,Cat,Suffering,Male,10 years
2840,A755718,,Cat,Suffering,Male,1 year
2842,A755772,,Cat,Suffering,Male,2 years
2843,A755787,,Cat,Suffering,Female,2 years
2844,A755850,,Cat,Suffering,Female,2 years
2845,A755870,,Cat,Suffering,Female,2 years
2846,A756009,,Cat,Suffering,Female,< 1 year
2847,A756047,,Dog,Suffering,Male,12 years
2848,A756157,,Cat,Suffering,Male,3 years
2849,A756232,,Cat,Suffering,Female,1 year
2109,A710593,,Cat,Suffering,Male,1 year
2812,A753250,,Dog,Suffering,Female,4 years
2833,A754646,,Cat,Suffering,Male,< 1 year
2854,A756561,,Cat,Suffering,Female,< 1 year
2829,A754337,,Cat,Suffering,Male,< 1 year
2813,A753356,,Cat,Suffering,Unknown,< 1 year
2814,A753372,,Cat,Suffering,Male,15 years
2815,A753378,,Cat,Suffering,Male,3 years
2816,A753379,,Cat,Suffering,Male,10 years
2818,A753501,,Cat,Suffering,Female,< 1 year
2820,A753661,,Cat,Suffering,Male,< 1 year
2821,A753743,,Cat,Suffering,Male,< 1 year
2822,A753792,,Cat,Suffering,Male,8 years
2823,A753832,,Dog,Suffering,Female,7 years
2824,A753928,,Cat,Suffering,Male,< 1 year
2825,A754045,*George,Dog,Suffering,Male,7 years
2827,A754121,,Cat,Suffering,Female,5 years
2828,A754180,,Cat,Suffering,Female,< 1 year
2850,A756317,,Cat,Suffering,Male,< 1 year
2851,A756374,Romeo,Dog,Suffering,Male,10 years
2895,A759268,,Dog,Suffering,Female,< 1 year
2855,A756564,Speckles,Cat,Suffering,Female,2 years
2856,A756622,,Dog,Suffering,Female,1 year
2881,A758245,,Cat,Suffering,Male,< 1 year
2882,A758286,,Cat,Suffering,Male,< 1 year
2884,A758333,,Cat,Suffering,Male,< 1 year
2885,A758392,,Dog,Suffering,Male,< 1 year
2886,A758416,Parker,Cat,Suffering,Male,8 years
2887,A758458,Melli,Cat,Suffering,Female,8 years
2888,A758537,,Cat,Suffering,Male,< 1 year
2889,A758598,,Cat,Suffering,Male,9 years
2890,A758844,,Dog,Suffering,Female,< 1 year
2892,A759021,,Cat,Suffering,Unknown,2 years
2894,A759245,,Cat,Suffering,Female,2 years
2831,A754419,Alle,Cat,Suffering,Female,13 years
2951,A763192,Fergie,Dog,Suffering,Female,14 years
2835,A755039,,Cat,Suffering,Female,12 years
2896,A759272,,Dog,Suffering,Female,< 1 year
2950,A763148,Maudie,Cat,Suffering,Female,5 years
2872,A757684,,Cat,Suffering,Female,< 1 year
3129,A778518,,Cat,Suffering,Female,6 years
2879,A758208,*Shetara,Cat,Suffering,Female,5 years
2878,A758134,,Cat,Suffering,Unknown,< 1 year
2877,A758041,,Cat,Suffering,Male,4 years
2858,A756632,Callie,Cat,Suffering,Female,16 years
2861,A756890,Shadow,Cat,Suffering,Female,2 years
2862,A757025,,Cat,Suffering,Male,< 1 year
2863,A757117,,Cat,Suffering,Female,< 1 year
2864,A757137,,Cat,Suffering,Female,< 1 year
2990,A766782,,Dog,Suffering,Female,1 year
2865,A757147,,Dog,Suffering,Female,5 years
2868,A757573,,Cat,Suffering,Female,< 1 year
3133,A779241,,Cat,Suffering,Female,8 years
3131,A778898,,Dog,Suffering,Male,< 1 year
2873,A757847,,Cat,Suffering,Female,12 years
2874,A757920,,Cat,Suffering,Unknown,13 years
2875,A757963,*Luna,Cat,Suffering,Female,1 year
2876,A757981,,Cat,Suffering,Male,10 years
2866,A757272,,Cat,Suffering,Unknown,2 years
2811,A753174,Abby,Dog,Suffering,Female,12 years
2991,A766829,,Cat,Suffering,Male,2 years
2995,A767005,,Cat,Suffering,Female,2 years
3123,A776400,,Cat,Suffering,Male,10 years
3124,A776499,,Dog,Suffering,Male,10 years
3125,A776959,,Cat,Suffering,Female,1 year
3126,A778253,Sky,Dog,Suffering,Female,1 year
3127,A778285,,Cat,Suffering,Female,< 1 year
3128,A778401,,Cat,Suffering,Unknown,1 year
2870,A757599,Loki,Cat,Suffering,Male,< 1 year
2111,A710668,,Cat,Suffering,Male,< 1 year
3166,A782913,,Cat,Suffering,Male,< 1 year
3142,A780510,,Cat,Suffering,Male,< 1 year
2897,A759301,,Cat,Suffering,Male,< 1 year
3167,A783127,,Cat,Suffering,Female,< 1 year
2898,A759453,Jinx,Cat,Suffering,Female,5 years
3099,A773535,,Cat,Suffering,Male,< 1 year
3134,A779325,,Dog,Suffering,Male,5 years
3135,A779336,,Dog,Suffering,Female,5 years
3136,A779387,,Cat,Suffering,Male,2 years
3137,A779797,,Cat,Suffering,Male,< 1 year
3138,A779903,,Cat,Suffering,Male,< 1 year
3118,A775833,*Birdie,Cat,Suffering,Female,5 years
3139,A780265,,Dog,Suffering,Male,< 1 year
3117,A775831,Prince,Dog,Suffering,Male,11 years
3114,A775765,,Cat,Suffering,Male,1 year
3093,A772881,,Cat,Suffering,Male,< 1 year
3144,A780627,,Cat,Suffering,Female,5 years
3094,A773030,,Cat,Suffering,Male,< 1 year
3097,A773521,,Dog,Suffering,Female,< 1 year
3130,A778571,,Cat,Suffering,Female,5 years
3100,A773596,*Sophie,Cat,Suffering,Female,< 1 year
2880,A758225,,Dog,Suffering,Unknown,< 1 year
3101,A773792,,Cat,Suffering,Male,< 1 year
3102,A773800,,Dog,Suffering,Female,< 1 year
